,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
line345,339,346,(0.000872497633333333+8.34743666666666e-05j),(0.0008724976333333332+8.347436666666664e-05j),(0.0008724976333333331+8.347436666666661e-05j),(0.00038515973333333323+5.541866666666659e-06j),(0.0003851597333333331+5.541866666666659e-06j),(0.0003851597333333332+5.541866666666654e-06j),0j,0j,0j,0j,0j,0j
line346,340,347,(4.732080466666666e-05+7.065150000000004e-06j),(4.732080466666666e-05+7.06515e-06j),(4.732080466666666e-05+7.06515e-06j),(2.1509456666666657e-05+1.8840400000000235e-07j),(2.1509456666666657e-05+1.8840400000000235e-07j),(2.150945666666666e-05+1.8840400000000323e-07j),0j,0j,0j,0j,0j,0j
line347,341,348,(0.0002269633333333333+1.7119519999999996e-05j),(0.00022696333333333335+1.7119520000000002e-05j),(0.00022696333333333335+1.711952000000001e-05j),(3.2423333333333362e-06+0j),(3.2423333333333367e-06+4.5976059935617504e-23j),(3.2423333333333375e-06+9.198801226351482e-23j),0j,0j,0j,0j,0j,0j
line348,343,349,(0.003634516666666666+0.00027414639999999993j),(0.0036345166666666667+0.00027414640000000004j),(0.0036345166666666663+0.00027414640000000004j),(5.192166666666671e-05-1.47374956665828e-21j),(5.19216666666667e-05+7.3687478332914e-22j),(5.1921666666666715e-05+0j),0j,0j,0j,0j,0j,0j
line349,344,350,(0.0001591333333333333+1.2003199999999997e-05j),(0.00015913333333333332+1.2003199999999997e-05j),(0.00015913333333333332+1.2003199999999999e-05j),(2.273333333333335e-06+2.260178127768744e-23j),(2.273333333333335e-06+2.260178127768744e-23j),(2.2733333333333346e-06-2.2610603608276197e-23j),0j,0j,0j,0j,0j,0j
line350,345,351,(0.00037153666666666664+2.802448e-05j),(0.00037153666666666664+2.8024479999999998e-05j),(0.0003715366666666666+2.802447999999999e-05j),(5.307666666666672e-06-6.16018440671838e-23j),(5.307666666666671e-06+0j),(5.30766666666667e-06-6.162588959822228e-23j),0j,0j,0j,0j,0j,0j
line351,346,352,(0.0006137207633333332+5.871643666666665e-05j),(0.000613720763333333+5.8716436666666616e-05j),(0.0006137207633333333+5.871643666666668e-05j),(0.0002709239733333332+3.8981866666666555e-06j),(0.00027092397333333326+3.898186666666673e-06j),(0.0002709239733333333+3.898186666666674e-06j),0j,0j,0j,0j,0j,0j
line352,347,353,(4.269833333333334e-05+6.374999999999999e-06j),(4.2698333333333344e-05+6.375000000000002e-06j),(4.269833333333334e-05+6.375e-06j),(1.9408333333333335e-05+1.7e-07j),(1.9408333333333335e-05+1.7e-07j),(1.940833333333334e-05+1.6999999999999975e-07j),0j,0j,0j,0j,0j,0j
line353,348,354,(0.00017098666666666662+1.2897279999999998e-05j),(0.00017098666666666665+1.2897280000000001e-05j),(0.0001709866666666666+1.2897279999999998e-05j),(2.4426666666666678e-06+2.6094251259251387e-23j),(2.4426666666666674e-06+2.6094251259251387e-23j),(2.4426666666666686e-06+5.2208873666090373e-23j),0j,0j,0j,0j,0j,0j
line354,350,355,(0.00017283+1.303632e-05j),(0.00017283000000000006+1.3036320000000004e-05j),(0.00017283+1.3036319999999999e-05j),(2.4690000000000017e-06-2.6659905633633526e-23j),(2.4690000000000017e-06+7.997971690090057e-23j),(2.469000000000002e-06-5.334062400747326e-23j),0j,0j,0j,0j,0j,0j
line355,351,356,(0.00015343999999999994+1.1573759999999995e-05j),(0.00015343999999999997+1.1573759999999998e-05j),(0.00015343999999999994+1.1573759999999996e-05j),(2.192000000000001e-06+2.1013458062222317e-23j),(2.192000000000001e-06+4.2026916124444634e-23j),(2.192000000000001e-06+4.2043320820301146e-23j),0j,0j,0j,0j,0j,0j
line356,352,357,(0.00077544896+7.418943999999998e-05j),(0.0007754489599999999+7.418943999999995e-05j),(0.0007754489600000002+7.418944000000002e-05j),(0.00034231807999999994+4.925439999999967e-06j),(0.0003423180800000001+4.925440000000004e-06j),(0.00034231808000000015+4.92544000000001e-06j),0j,0j,0j,0j,0j,0j
line357,353,358,(3.533864766666667e-05+5.276174999999999e-06j),(3.5338647666666655e-05+5.276175e-06j),(3.5338647666666655e-05+5.276174999999998e-06j),(1.606302166666667e-05+1.4069800000000234e-07j),(1.606302166666667e-05+1.406980000000017e-07j),(1.6063021666666666e-05+1.406980000000011e-07j),0j,0j,0j,0j,0j,0j
line358,354,359,(0.00012510166666666663+9.436239999999997e-06j),(0.0001251016666666667+9.43624e-06j),(0.0001251016666666667+9.436239999999999e-06j),(1.7871666666666683e-06+5.587358406725108e-23j),(1.787166666666668e-06+0j),(1.7871666666666683e-06-2.794769682081386e-23j),0j,0j,0j,0j,0j,0j
line359,355,360,(0.00015138666666666663+1.1418879999999997e-05j),(0.00015138666666666666+1.1418879999999999e-05j),(0.00015138666666666663+1.1418879999999999e-05j),(2.1626666666666684e-06+4.090963423772926e-23j),(2.162666666666667e-06+0j),(2.162666666666668e-06-4.0925602816182265e-23j),0j,0j,0j,0j,0j,0j
line360,356,361,(0.00010826783333333334+8.166488000000003e-06j),(0.00010826783333333333+8.166488000000001e-06j),(0.00010826783333333331+8.166487999999998e-06j),(1.5466833333333347e-06+0j),(1.5466833333333347e-06-2.092421794958407e-23j),(1.5466833333333343e-06-2.09323854637191e-23j),0j,0j,0j,0j,0j,0j
line361,357,362,(0.0004858899100000001+4.6486490000000016e-05j),(0.00048588991+4.648648999999999e-05j),(0.0004858899100000001+4.648649e-05j),(0.00021449368+3.0862400000000072e-06j),(0.00021449368+3.0862400000000072e-06j),(0.00021449368000000003+3.0862400000000077e-06j),0j,0j,0j,0j,0j,0j
line362,358,363,(4.0994920999999993e-05+6.120674999999996e-06j),(4.0994921e-05+6.120674999999999e-06j),(4.0994921000000014e-05+6.120675000000003e-06j),(1.8634055000000002e-05+1.6321799999999838e-07j),(1.8634055000000005e-05+1.6321800000000005e-07j),(1.8634055000000005e-05+1.6321800000000153e-07j),0j,0j,0j,0j,0j,0j
line363,359,364,(6.352733333333332e-05+4.791776e-06j),(6.352733333333334e-05+4.791776e-06j),(6.352733333333332e-05+4.791776000000001e-06j),(9.075333333333341e-07-2.8815860026535005e-23j),(9.075333333333341e-07+2.8815860026535005e-23j),(9.075333333333339e-07+1.4413553973614477e-23j),0j,0j,0j,0j,0j,0j
line364,360,365,(0.00016084833333333332+1.2132559999999999e-05j),(0.00016084833333333332+1.2132559999999999e-05j),(0.00016084833333333332+1.2132559999999997e-05j),(2.2978333333333354e-06-2.3091570888093273e-23j),(2.297833333333335e-06+4.6183141776186546e-23j),(2.297833333333335e-06-4.6201168804205754e-23j),0j,0j,0j,0j,0j,0j
line365,361,366,(0.00011074116666666669+8.353048e-06j),(0.00011074116666666668+8.353048000000002e-06j),(0.00011074116666666665+8.353048000000002e-06j),(1.5820166666666687e-06+2.1891147774772766e-23j),(1.5820166666666682e-06+4.378229554954553e-23j),(1.5820166666666682e-06+0j),0j,0j,0j,0j,0j,0j
line366,362,367,(0.0007461361966666668+7.138500333333333e-05j),(0.0007461361966666668+7.138500333333335e-05j),(0.0007461361966666666+7.13850033333333e-05j),(0.00032937810666666667+4.739253333333329e-06j),(0.00032937810666666667+4.739253333333329e-06j),(0.00032937810666666667+4.739253333333344e-06j),0j,0j,0j,0j,0j,0j
line367,363,368,(4.5056286000000006e-05+6.727049999999999e-06j),(4.5056286e-05+6.727049999999994e-06j),(4.5056286000000006e-05+6.727049999999996e-06j),(2.048013e-05+1.7938800000000007e-07j),(2.0480129999999996e-05+1.7938800000000108e-07j),(2.0480129999999996e-05+1.793879999999975e-07j),0j,0j,0j,0j,0j,0j
line368,364,369,(9.339866666666666e-05+7.044928000000002e-06j),(9.339866666666666e-05+7.044928000000002e-06j),(9.339866666666668e-05+7.044928000000003e-06j),(1.3342666666666675e-06-6.228617874658536e-23j),(1.3342666666666682e-06+1.557154468664634e-23j),(1.334266666666668e-06+1.5577622849836903e-23j),0j,0j,0j,0j,0j,0j
line369,365,370,(0.00022956499999999988+1.7315759999999988e-05j),(0.00022956500000000002+1.7315760000000005e-05j),(0.00022956500000000002+1.731576000000001e-05j),(3.2795000000000022e-06-4.7036142610390834e-23j),(3.279500000000002e-06+9.407228522078167e-23j),(3.2795000000000035e-06+4.7054502596917175e-23j),0j,0j,0j,0j,0j,0j
line370,366,371,(0.00013066666666666663+9.856e-06j),(0.00013066666666666668+9.855999999999998e-06j),(0.00013066666666666665+9.856e-06j),(1.866666666666668e-06+3.047754409010407e-23j),(1.8666666666666675e-06+6.095508818020814e-23j),(1.8666666666666675e-06+6.097888125794772e-23j),0j,0j,0j,0j,0j,0j
line371,367,372,(0.0007438103199999998+7.116247999999996e-05j),(0.00074381032+7.116248e-05j),(0.00074381032+7.116248e-05j),(0.0003283513600000001+4.724479999999991e-06j),(0.00032835136000000013+4.724480000000008e-06j),(0.0003283513600000001+4.724479999999999e-06j),0j,0j,0j,0j,0j,0j
line372,368,373,(0.0002456309533333334+3.667350000000001e-05j),(0.00024563095333333344+3.66735e-05j),(0.00024563095333333344+3.667350000000001e-05j),(0.00011165043333333333+9.779599999999947e-07j),(0.00011165043333333333+9.779599999999985e-07j),(0.00011165043333333336+9.779599999999961e-07j),0j,0j,0j,0j,0j,0j
line373,369,374,(0.00015656666666666666+1.1809599999999998e-05j),(0.0001565666666666667+1.18096e-05j),(0.0001565666666666667+1.1809600000000001e-05j),(2.2366666666666693e-06+0j),(2.2366666666666693e-06-4.375714262969563e-23j),(2.2366666666666693e-06-4.377422269843692e-23j),0j,0j,0j,0j,0j,0j
line374,370,375,(0.0002790783333333333+2.1050480000000007e-05j),(0.00027907833333333336+2.105048000000001e-05j),(0.0002790783333333333+2.1050479999999993e-05j),(3.986833333333337e-06+6.95140495817241e-23j),(3.9868333333333365e-06+0j),(3.9868333333333365e-06-1.390823670920188e-22j),0j,0j,0j,0j,0j,0j
line375,371,376,(0.0001648266666666666+1.243264e-05j),(0.00016482666666666664+1.2432640000000001e-05j),(0.00016482666666666658+1.2432639999999996e-05j),(2.354666666666669e-06+0j),(2.354666666666669e-06+4.849593035524315e-23j),(2.3546666666666684e-06+4.85148601521714e-23j),0j,0j,0j,0j,0j,0j
line376,372,377,(0.0008345782866666665+7.984651333333331e-05j),(0.0008345782866666664+7.984651333333333e-05j),(0.0008345782866666666+7.984651333333333e-05j),(0.0003684204266666666+5.301013333333326e-06j),(0.0003684204266666667+5.301013333333315e-06j),(0.0003684204266666667+5.301013333333341e-06j),0j,0j,0j,0j,0j,0j
line377,373,378,(0.0018509978666666669+0.00027635999999999985j),(0.0018509978666666667+0.0002763599999999998j),(0.0018509978666666669+0.00027635999999999996j),(0.0008413626666666668+7.369599999999945e-06j),(0.0008413626666666668+7.369599999999972e-06j),(0.0008413626666666667+7.369599999999926e-06j),0j,0j,0j,0j,0j,0j
line378,373,379,(0.0016467499999999993+0.00012421199999999993j),(0.0016467500000000002+0.00012421199999999998j),(0.0016467500000000002+0.000124212j),(2.352500000000002e-05-6.0508404407995075e-22j),(2.352500000000002e-05-3.0254202203997537e-22j),(2.3525000000000026e-05-6.053202312815379e-22j),0j,0j,0j,0j,0j,0j
line379,374,380,(0.0006983549999999999+5.267591999999999e-05j),(0.0006983549999999999+5.267592e-05j),(0.0006983549999999996+5.2675919999999976e-05j),(9.976500000000003e-06+0j),(9.976500000000002e-06+2.176420691215405e-22j),(9.976500000000005e-06+2.177270230577024e-22j),0j,0j,0j,0j,0j,0j
line380,375,381,(0.0017298166666666667+0.00013047759999999998j),(0.001729816666666667+0.0001304776j),(0.001729816666666666+0.00013047759999999995j),(2.4711666666666693e-05-3.3383396090077176e-22j),(2.4711666666666686e-05+6.676679218015435e-22j),(2.4711666666666673e-05-6.679285378590688e-22j),0j,0j,0j,0j,0j,0j
line381,376,382,(0.00014761833333333332+1.113464e-05j),(0.00014761833333333337+1.1134640000000001e-05j),(0.00014761833333333332+1.113464e-05j),(2.108833333333336e-06-3.8898328436328244e-23j),(2.108833333333335e-06-5.834749265449236e-23j),(2.1088333333333356e-06-9.728377981502459e-23j),0j,0j,0j,0j,0j,0j
line382,377,383,(0.0006039302499999999+5.777975e-05j),(0.0006039302499999999+5.7779750000000015e-05j),(0.0006039302499999999+5.7779750000000015e-05j),(0.0002666019999999999+3.836000000000012e-06j),(0.00026660199999999995+3.836000000000023e-06j),(0.0002666019999999999+3.836000000000018e-06j),0j,0j,0j,0j,0j,0j
line383,378,384,(0.0017728348000000003+0.00026469000000000004j),(0.0017728348+0.00026469j),(0.0017728347999999999+0.0002646899999999999j),(0.0008058340000000001+7.0583999999999585e-06j),(0.0008058340000000001+7.058399999999983e-06j),(0.000805834+7.058399999999917e-06j),0j,0j,0j,0j,0j,0j
line384,379,385,(0.010111266666666665+0.0007626783999999998j),(0.010111266666666669+0.0007626784000000002j),(0.010111266666666664+0.0007626784j),(0.00014444666666666678-5.703106659753177e-21j),(0.00014444666666666678+1.4257766649382943e-21j),(0.00014444666666666678+1.4263331995286122e-21j),0j,0j,0j,0j,0j,0j
line385,379,386,(0.0016987833333333329+0.00012813679999999994j),(0.0016987833333333329+0.00012813679999999997j),(0.0016987833333333333+0.00012813679999999997j),(2.4268333333333346e-05-3.219632806212797e-22j),(2.426833333333334e-05-9.658898418638392e-22j),(2.426833333333334e-05-9.662668652228633e-22j),0j,0j,0j,0j,0j,0j
line386,380,387,(0.0025671333333333324+0.00019363519999999993j),(0.0025671333333333332+0.00019363520000000004j),(0.002567133333333333+0.00019363520000000004j),(3.667333333333336e-05+0j),(3.667333333333337e-05+7.352367603540999e-22j),(3.667333333333337e-05-7.355237510864304e-22j),0j,0j,0j,0j,0j,0j
line387,381,388,(0.005918966666666666+0.00044645919999999987j),(0.005918966666666667+0.00044645920000000003j),(0.005918966666666668+0.0004464592000000002j),(8.455666666666673e-05+1.9543041474314812e-21j),(8.455666666666674e-05+9.771520737157406e-22j),(8.455666666666676e-05-9.77533493150072e-22j),0j,0j,0j,0j,0j,0j
line388,382,389,(0.0001168066666666666+8.810559999999994e-06j),(0.00011680666666666667+8.810560000000002e-06j),(0.00011680666666666665+8.810560000000002e-06j),(1.6686666666666679e-06-4.870971633224457e-23j),(1.6686666666666679e-06-2.4354858166122285e-23j),(1.6686666666666679e-06-2.436436478896516e-23j),0j,0j,0j,0j,0j,0j
line389,383,390,(0.00071982944+6.886816e-05j),(0.00071982944+6.886815999999996e-05j),(0.0007198294399999999+6.886815999999996e-05j),(0.0003177651200000002+4.572159999999986e-06j),(0.0003177651200000002+4.572159999999994e-06j),(0.00031776512000000013+4.572159999999983e-06j),0j,0j,0j,0j,0j,0j
line390,384,391,(7.892158999999997e-05+1.1783249999999998e-05j),(7.892158999999999e-05+1.1783250000000001e-05j),(7.892158999999999e-05+1.1783249999999996e-05j),(3.5873449999999984e-05+3.1422000000000457e-07j),(3.5873449999999984e-05+3.142200000000015e-07j),(3.5873449999999984e-05+3.14220000000002e-07j),0j,0j,0j,0j,0j,0j
line391,385,392,(0.0036954166666666663+0.0002787399999999999j),(0.0036954166666666667+0.00027874j),(0.003695416666666666+0.0002787399999999999j),(5.2791666666666726e-05+0j),(5.27916666666667e-05-7.617758346068568e-22j),(5.2791666666666705e-05-7.620731845442294e-22j),0j,0j,0j,0j,0j,0j
line392,386,393,(0.00913908333333333+0.0006893479999999998j),(0.009139083333333332+0.000689348j),(0.009139083333333332+0.0006893480000000001j),(0.00013055833333333342-1.164784676941712e-21j),(0.00013055833333333342+1.164784676941712e-21j),(0.00013055833333333345+2.3304786729639375e-21j),0j,0j,0j,0j,0j,0j
line393,389,394,(0.0002004683333333333+1.5121039999999997e-05j),(0.0002004683333333333+1.5121039999999999e-05j),(0.00020046833333333335+1.5121040000000004e-05j),(2.863833333333335e-06-1.0760517598663987e-22j),(2.863833333333337e-06+7.173678399109325e-23j),(2.863833333333337e-06-3.588239278636855e-23j),0j,0j,0j,0j,0j,0j
line394,390,395,(0.0010444613666666664+9.992663333333333e-05j),(0.0010444613666666664+9.992663333333325e-05j),(0.0010444613666666666+9.992663333333333e-05j),(0.0004610722666666666+6.6341333333333035e-06j),(0.00046107226666666665+6.634133333333329e-06j),(0.0004610722666666667+6.634133333333333e-06j),0j,0j,0j,0j,0j,0j
line395,391,396,(0.004736783333333334+0.0003572888000000001j),(0.004736783333333334+0.00035728880000000004j),(0.004736783333333334+0.0003572888j),(6.766833333333338e-05-1.2516053338105278e-21j),(6.766833333333338e-05-1.877408000715792e-21j),(6.766833333333339e-05-1.2520938827388558e-21j),0j,0j,0j,0j,0j,0j
line396,391,397,(0.001446368366666667+0.00021594749999999992j),(0.0014463683666666668+0.00021594749999999987j),(0.0014463683666666668+0.00021594749999999992j),(0.0006574401666666668+5.758599999999998e-06j),(0.0006574401666666668+5.7585999999999655e-06j),(0.0006574401666666667+5.758599999999903e-06j),0j,0j,0j,0j,0j,0j
line397,392,398,(0.00037614499999999993+2.8372079999999984e-05j),(0.00037614500000000004+2.837208e-05j),(0.000376145+2.837208e-05j),(5.3735000000000045e-06-2.525578838851293e-22j),(5.3735000000000045e-06-1.2627894194256466e-22j),(5.373500000000003e-06-6.316411669629243e-23j),0j,0j,0j,0j,0j,0j
line398,393,399,(0.0006635999999999999+5.0054399999999986e-05j),(0.0006636000000000001+5.00544e-05j),(0.0006636+5.00544e-05j),(9.480000000000007e-06-3.930366981115688e-22j),(9.480000000000006e-06+9.82591745278922e-23j),(9.48000000000001e-06+1.9659505760458535e-22j),0j,0j,0j,0j,0j,0j
line399,394,400,(0.0006998133333333332+5.2785919999999994e-05j),(0.0006998133333333332+5.278592e-05j),(0.0006998133333333332+5.278592e-05j),(9.997333333333342e-06+0j),(9.997333333333345e-06-1.0927599812856038e-22j),(9.997333333333345e-06-2.1863730537227963e-22j),0j,0j,0j,0j,0j,0j
line400,395,401,(0.0007743405999999998+7.40834e-05j),(0.0007743406000000001+7.408340000000004e-05j),(0.0007743406+7.408339999999998e-05j),(0.00034182879999999997+4.9184000000000205e-06j),(0.00034182879999999997+4.91840000000003e-06j),(0.0003418287999999999+4.918400000000018e-06j),0j,0j,0j,0j,0j,0j
line401,396,402,(0.00043401166666666647+3.273687999999999e-05j),(0.0004340116666666667+3.273688e-05j),(0.00043401166666666663+3.273688e-05j),(6.200166666666672e-06-4.203036528759511e-22j),(6.200166666666672e-06-8.406073057519023e-23j),(6.20016666666667e-06-1.6818708531916218e-22j),0j,0j,0j,0j,0j,0j
line402,397,403,(0.0006977912333333331+0.00010418249999999995j),(0.0006977912333333331+0.00010418249999999995j),(0.0006977912333333332+0.0001041824999999999j),(0.0003171778333333331+2.778199999999969e-06j),(0.0003171778333333332+2.7781999999999843e-06j),(0.00031717783333333325+2.778199999999975e-06j),0j,0j,0j,0j,0j,0j
line403,398,404,(0.0002625+1.9799999999999993e-05j),(0.00026249999999999993+1.9799999999999997e-05j),(0.00026249999999999993+1.9799999999999997e-05j),(3.7500000000000022e-06+6.150054486453756e-23j),(3.7500000000000026e-06+0j),(3.750000000000002e-06-6.152455085466362e-23j),0j,0j,0j,0j,0j,0j
line404,399,405,(0.000289415+2.1830159999999997e-05j),(0.00028941500000000006+2.1830160000000004e-05j),(0.00028941500000000006+2.1830160000000004e-05j),(4.134500000000004e-06+0j),(4.134500000000004e-06+0j),(4.134500000000004e-06-7.478799821513494e-23j),0j,0j,0j,0j,0j,0j
line405,400,406,(0.004278399999999998+0.00032271359999999985j),(0.004278399999999999+0.00032271359999999996j),(0.004278399999999999+0.0003227136j),(6.112000000000005e-05-1.0210879156693648e-21j),(6.112000000000004e-05-5.105439578346824e-22j),(6.112000000000004e-05+0j),0j,0j,0j,0j,0j,0j
line406,401,407,(0.0007469758633333332+7.146533666666663e-05j),(0.0007469758633333332+7.146533666666663e-05j),(0.0007469758633333333+7.146533666666664e-05j),(0.00032974877333333334+4.744586666666655e-06j),(0.00032974877333333334+4.744586666666663e-06j),(0.0003297487733333333+4.744586666666653e-06j),0j,0j,0j,0j,0j,0j
